acc_id,amount_spent,survival_time
308,0.1850636750459671,22.0
309,0.05,64.0
310,0.05,64.0
311,0.05,64.0
326,0.05,64.0
327,0.0,64.0
328,0.0,64.0
330,0.2647939622402191,13.0
334,0.05,64.0
335,0.05,64.0
337,0.05,64.0
340,0.05,64.0
341,0.0841485932469368,31.0
344,0.0,64.0
345,0.05,64.0
347,0.06534606218338013,31.0
350,0.05,64.0
352,0.0625782161951065,38.0
358,0.05,64.0
362,0.0,64.0
365,0.05,64.0
368,0.06867019087076187,30.0
371,0.05,64.0
372,0.07386843115091324,30.0
373,0.057998523116111755,31.0
390,0.05,64.0
391,0.05,64.0
393,0.0,64.0
396,0.05,64.0
400,0.0,64.0
403,0.08652137219905853,35.0
404,0.05,64.0
405,0.0,64.0
409,0.05,64.0
411,0.09129035472869873,32.0
413,0.05,64.0
420,0.0627463236451149,31.0
423,0.0,64.0
425,0.05,64.0
426,0.07818464934825897,28.0
429,0.06789425760507584,30.0
446,0.05,64.0
449,0.07140489667654037,30.0
456,0.09068217873573303,34.0
458,0.0,64.0
462,0.07688591629266739,33.0
473,0.05,64.0
474,0.05,64.0
475,0.057208284735679626,28.0
476,0.0,64.0
484,0.05,64.0
487,0.06170283257961273,29.0
488,0.05,64.0
492,0.0,64.0
494,0.05,64.0
506,0.05,64.0
510,0.0767311230301857,35.0
523,0.05,64.0
525,0.08428269624710083,30.0
526,0.05,64.0
527,0.0,64.0
528,0.05,64.0
532,0.05,64.0
536,0.07730711996555328,32.0
538,0.05,64.0
541,0.05,64.0
542,0.0,64.0
546,0.0,64.0
550,0.0,64.0
555,0.08333206176757812,35.0
556,0.05,64.0
560,0.0,64.0
561,0.05,64.0
562,0.05,64.0
563,0.05,64.0
571,0.05,64.0
574,0.0,64.0
582,0.05,64.0
597,0.07108253985643387,32.0
598,0.0,64.0
604,0.08562134951353073,33.0
606,0.05,64.0
611,0.08275320380926132,34.0
612,0.10190822929143906,28.0
619,0.05,64.0
623,0.08253120630979538,35.0
625,0.07960973680019379,35.0
632,0.05,64.0
633,0.05,64.0
635,0.0,64.0
636,0.05,64.0
637,0.05,64.0
644,0.060484856367111206,30.0
648,0.0,64.0
652,0.07058269530534744,35.0
656,0.05,64.0
661,0.05,64.0
663,0.05,64.0
665,0.0,64.0
667,0.0,64.0
668,0.07333295047283173,33.0
674,0.05,64.0
677,0.06235981732606888,33.0
678,0.0,64.0
687,0.05,64.0
689,0.05,64.0
691,0.06327427923679352,33.0
695,0.05,64.0
696,0.06757377833127975,30.0
697,0.05,64.0
698,0.0,64.0
699,0.0,64.0
701,0.05,64.0
705,0.05,64.0
710,0.06387752294540405,36.0
711,0.0,64.0
712,0.08699394762516022,33.0
714,0.05,64.0
722,0.05,64.0
729,0.05,64.0
730,0.05,64.0
731,0.05399908497929573,30.0
735,0.05,64.0
736,0.10555136203765869,23.0
737,0.0,64.0
744,0.097963348031044,31.0
745,0.05,64.0
748,0.05,64.0
753,0.0,64.0
758,0.05,64.0
760,0.0,64.0
762,0.05,64.0
765,0.13672906160354614,22.0
766,0.07280134409666061,18.0
768,0.05,64.0
775,0.05,64.0
777,0.06863953173160553,32.0
778,0.0,64.0
783,0.0,64.0
784,0.05,64.0
785,0.05,64.0
787,0.0,64.0
792,0.05,64.0
794,0.05,64.0
795,0.05,64.0
797,0.05,64.0
799,0.0,64.0
800,0.05,64.0
804,0.05,64.0
805,0.0,64.0
811,0.0,64.0
812,0.05,64.0
813,0.08140239119529724,30.0
817,0.0,64.0
819,0.05,64.0
820,0.0769868940114975,34.0
826,0.10161836445331573,29.0
833,0.05546719580888748,31.0
839,0.05,64.0
848,0.05,64.0
849,0.0501844547688961,31.0
850,0.05,64.0
856,0.08365888893604279,35.0
858,0.07252827286720276,34.0
862,0.0,64.0
868,0.05,64.0
875,0.05,64.0
878,0.09076324850320816,31.0
880,0.05,64.0
881,0.05,64.0
882,0.08166610449552536,32.0
883,0.05,64.0
899,0.05,64.0
900,0.05,64.0
906,0.05,64.0
908,0.0,64.0
912,0.0,64.0
924,0.0,64.0
929,0.0,64.0
932,0.06458857655525208,30.0
935,0.05,64.0
941,0.0726461112499237,35.0
944,0.05,64.0
945,0.05,64.0
951,0.05,64.0
955,0.07334646582603455,32.0
956,0.05,64.0
957,0.06461677700281143,29.0
964,0.05,64.0
967,0.062435779720544815,30.0
968,0.05,64.0
969,0.05,64.0
973,0.05,64.0
981,0.07098378986120224,36.0
983,0.0,64.0
984,0.05,64.0
988,0.0740962028503418,32.0
989,0.05,64.0
992,0.0,64.0
998,0.09784535318613052,23.0
1001,0.057654500007629395,26.0
1005,0.05,64.0
1007,0.05,64.0
1015,0.05,64.0
1017,0.0,64.0
1021,0.05,64.0
1022,0.0774921178817749,34.0
1023,0.0,64.0
1026,0.06240827590227127,30.0
1029,0.11196678131818771,19.0
1033,0.05,64.0
1034,0.0,64.0
1037,0.05,64.0
1038,0.07752613723278046,34.0
1049,0.05,64.0
1050,0.05,64.0
1055,0.07603036612272263,24.0
1056,0.05,64.0
1057,0.05,64.0
1059,0.0,64.0
1061,0.05,64.0
1064,0.05,64.0
1082,0.05,64.0
1086,0.07677395641803741,38.0
1092,0.0,64.0
1106,0.0,64.0
1109,0.0,64.0
1110,0.05,64.0
1112,0.05,64.0
1113,0.0,64.0
1122,0.05,64.0
1126,0.0,64.0
1129,0.18903565406799316,16.0
1133,0.05,64.0
1138,0.07941470295190811,34.0
1144,0.0,64.0
1145,0.09334111958742142,37.0
1146,0.05,64.0
1150,0.05,64.0
1153,0.09050337970256805,31.0
1154,0.15412606298923492,21.0
1156,0.07743649184703827,28.0
1163,0.05,64.0
1168,0.0,64.0
1170,0.09591255336999893,24.0
1183,0.05,64.0
1184,0.0,64.0
1192,0.06066130846738815,31.0
1193,0.05,64.0
1197,0.05,64.0
1201,0.05,64.0
1208,0.06317891925573349,26.0
1218,0.0,64.0
1219,0.0,64.0
1223,0.05,64.0
1229,0.5413118600845337,38.0
1240,0.05,64.0
1241,0.07141329348087311,36.0
1252,0.08355601131916046,34.0
1256,0.0,64.0
1270,0.05,64.0
1273,0.05,64.0
1274,0.05,64.0
1276,0.05,64.0
1282,0.05,64.0
1284,0.07102936506271362,35.0
1285,0.2602200210094452,12.0
1287,0.07641073316335678,35.0
1288,0.05,64.0
1289,0.05,64.0
1291,0.05,64.0
1295,0.05,64.0
1299,0.05,64.0
1306,0.1365543156862259,14.0
1307,0.0,64.0
1311,0.05,64.0
1313,0.05,64.0
1316,0.05,64.0
1317,0.05,64.0
1318,0.09847769141197205,23.0
1329,0.07638774067163467,32.0
1330,0.0,64.0
1333,0.05,64.0
1334,0.05,64.0
1337,0.08623693883419037,27.0
1338,0.07387327402830124,31.0
1339,0.0,64.0
1340,0.05,64.0
1341,0.06268683820962906,29.0
1342,0.07023990154266357,32.0
1346,0.05,64.0
1355,0.06219363957643509,30.0
1357,0.082270048558712,33.0
1359,0.05,64.0
1360,0.05911077931523323,32.0
1361,0.1436523199081421,19.0
1362,0.05,64.0
1370,0.05,64.0
1371,0.09553741663694382,18.0
1374,0.05,64.0
1375,0.05,64.0
1379,0.0,64.0
1384,0.05,64.0
1388,0.0,64.0
1390,0.05,64.0
1397,0.0,64.0
1405,0.05,64.0
1413,0.05,64.0
1414,0.05,64.0
1415,0.06780993938446045,29.0
1419,0.07216059416532516,29.0
1420,0.08032792806625366,35.0
1423,0.0,64.0
1431,0.0,64.0
1436,0.05,64.0
1437,0.05,64.0
1439,0.05,64.0
1441,0.06294557452201843,28.0
1442,0.0,64.0
1449,0.08027999103069305,30.0
1450,0.05,64.0
1459,0.0,64.0
1460,0.0,64.0
1463,0.0,64.0
1467,0.05,64.0
1468,0.1365543156862259,15.0
1474,0.05,64.0
1475,0.0,64.0
1476,0.05,64.0
1480,0.05,64.0
1483,0.05,64.0
1487,0.05,64.0
1490,0.11170542985200882,25.0
1494,0.2369464933872223,12.0
1500,0.05,64.0
1501,0.05,64.0
1502,0.19396188855171204,15.0
1506,0.05,64.0
1507,0.05,64.0
1510,0.0,64.0
1511,0.0,64.0
1516,0.0,64.0
1518,0.05,64.0
1521,0.05,64.0
1522,0.12113606929779053,39.0
1523,0.05,64.0
1530,0.0,64.0
1532,0.05,64.0
1534,0.05,64.0
1535,0.05,64.0
1537,0.06233591586351395,34.0
1538,0.0,64.0
1539,0.05,64.0
1542,0.05,64.0
1550,0.05896090716123581,27.0
1552,0.05694868788123131,34.0
1553,0.05,64.0
1556,0.0654316172003746,29.0
1557,0.05,64.0
1562,0.07555931061506271,35.0
1563,0.05,64.0
1565,0.0,64.0
1566,0.10174292325973511,16.0
1571,0.06728126108646393,29.0
1573,0.06197674199938774,20.0
1585,0.0,64.0
1586,0.059229858219623566,32.0
1589,0.0,64.0
1591,0.0,64.0
1596,0.05,64.0
1599,0.0,64.0
1600,0.08331743627786636,23.0
1607,0.05,64.0
1613,0.0,64.0
1615,0.05,64.0
1616,0.09291111677885056,21.0
1618,0.05,64.0
1623,0.05,64.0
1629,0.05,64.0
1633,0.15892334282398224,17.0
1638,0.0,64.0
1639,0.04438032582402229,31.0
1642,0.05,64.0
1644,0.07649306207895279,33.0
1654,0.05,64.0
1658,0.05,64.0
1659,0.05,64.0
1662,0.07333593815565109,33.0
1666,0.05,64.0
1667,0.07502591609954834,32.0
1669,0.05,64.0
1672,0.07100653648376465,33.0
1673,0.09818309545516968,35.0
1674,0.05,64.0
1676,0.07309987396001816,32.0
1678,0.09801138192415237,33.0
1688,0.05,64.0
1690,0.0,64.0
1691,0.05,64.0
1696,0.0,64.0
1700,0.05,64.0
1703,0.0,64.0
1707,0.05,64.0
1709,0.05,64.0
1710,0.0,64.0
1711,0.05,64.0
1712,0.0,64.0
1721,0.05,64.0
1722,0.05,64.0
1724,0.06320620328187943,32.0
1727,0.05,64.0
1728,0.05,64.0
1730,0.05,64.0
1732,0.0,64.0
1733,0.05,64.0
1735,0.05,64.0
1736,0.05,64.0
1738,0.0,64.0
1743,0.05,64.0
1747,0.058859683573246,28.0
1748,0.0,64.0
1764,0.0,64.0
1768,0.05,64.0
1770,0.05,64.0
1771,0.06737971305847168,29.0
1775,0.07450466603040695,32.0
1779,0.05,64.0
1780,0.06426151096820831,27.0
1783,0.06113772094249725,31.0
1785,0.0,64.0
1787,0.09640539437532425,23.0
1790,0.0,64.0
1798,0.09170402586460114,32.0
1804,0.05,64.0
1806,0.05,64.0
1807,0.0,64.0
1813,0.07771190255880356,31.0
1814,0.0675959661602974,32.0
1817,0.0660470500588417,24.0
1818,0.06110621616244316,32.0
1820,0.0,64.0
1829,0.12441981583833694,21.0
1830,0.05,64.0
1833,0.0,64.0
1834,0.0,64.0
1836,0.05,64.0
1838,0.0,64.0
1840,0.0,64.0
1843,0.05,64.0
1849,0.05,64.0
1853,0.0,64.0
1855,0.05,64.0
1858,0.0705062747001648,33.0
1860,0.06031195446848869,36.0
1862,0.06399951875209808,35.0
1863,0.05,64.0
1864,0.0,64.0
1872,0.08145762979984283,31.0
1874,0.05,64.0
1876,0.05,64.0
1877,0.06565680354833603,31.0
1879,0.05,64.0
1880,0.05,64.0
1884,0.05,64.0
1886,0.07785354554653168,32.0
1887,0.05,64.0
1893,0.07986810058355331,21.0
1897,0.05,64.0
1899,0.05,64.0
1903,0.05,64.0
1905,0.059863097965717316,30.0
1912,0.05,64.0
1913,0.05,64.0
1916,0.05,64.0
1919,0.05,64.0
1920,0.05,64.0
1929,0.05,64.0
1930,0.08189700543880463,23.0
1934,0.05,64.0
1935,0.08168914169073105,29.0
1937,0.0,64.0
1938,0.07160186767578125,30.0
1939,0.03957133740186691,32.0
1940,0.05,64.0
1942,0.05,64.0
1943,0.05,64.0
1945,0.0755811482667923,20.0
1949,0.08197782188653946,34.0
1950,0.05666530877351761,34.0
1952,0.05,64.0
1953,0.0,64.0
1954,0.0,64.0
1968,0.09181693196296692,23.0
1970,0.08296489715576172,34.0
1972,0.08661837875843048,31.0
1974,0.06933277100324631,35.0
1975,0.08660683035850525,31.0
1976,0.05,64.0
1977,0.06526918709278107,30.0
1986,0.05,64.0
1990,0.05,64.0
1991,0.05,64.0
1996,0.05,64.0
1998,0.05,64.0
1999,0.05,64.0
2000,0.0571189746260643,29.0
2005,0.05,64.0
2013,0.05,64.0
2014,0.1183176040649414,28.0
2016,0.0,64.0
2017,0.06622938066720963,27.0
2020,0.0,64.0
2022,0.12440747767686844,18.0
2023,0.0,64.0
2025,0.06967449933290482,25.0
2026,0.0,64.0
2027,0.05,64.0
2034,0.05,64.0
2036,0.13353441655635834,16.0
2042,0.10424110293388367,25.0
2043,0.05,64.0
2045,0.08181552588939667,16.0
2058,0.080477774143219,34.0
2062,0.05,64.0
2068,0.06941423565149307,31.0
2069,0.08669955283403397,17.0
2075,0.05,64.0
2079,0.0599631741642952,33.0
2081,0.0,64.0
2092,0.058337852358818054,32.0
2094,0.07450633496046066,30.0
2098,0.0,64.0
2103,0.0,64.0
2104,0.05,64.0
2110,0.05,64.0
2111,0.059794843196868896,32.0
2114,0.0,64.0
2117,0.05,64.0
2118,0.05,64.0
2124,0.05,64.0
2128,0.05,64.0
2133,0.05,64.0
2139,0.0,64.0
2140,0.05,64.0
2143,0.0786895677447319,34.0
2145,0.05840703472495079,32.0
2147,0.05,64.0
2151,0.05,64.0
2155,0.05,64.0
2156,0.0,64.0
2158,0.0,64.0
2160,0.07869065552949905,26.0
2162,0.09599724411964417,30.0
2172,0.0,64.0
2175,0.0,64.0
2178,0.05,64.0
2182,0.05,64.0
2184,0.0756247341632843,35.0
2187,0.05,64.0
2188,0.0,64.0
2190,0.0,64.0
2192,0.05,64.0
2195,0.0,64.0
2196,0.0,64.0
2198,0.0,64.0
2202,0.10929398983716965,15.0
2203,0.0,64.0
2210,0.0,64.0
2211,0.05,64.0
2219,0.05,64.0
2221,0.06594184786081314,30.0
2227,0.05,64.0
2229,0.0,64.0
2232,0.08992306143045425,37.0
2237,0.0,64.0
2238,0.0,64.0
2240,0.0,64.0
2250,0.08557409793138504,32.0
2252,0.07888396829366684,26.0
2253,0.05,64.0
2255,0.08145350962877274,35.0
2258,0.05,64.0
2259,0.05,64.0
2263,0.09377709776163101,28.0
2264,0.0627339705824852,32.0
2269,0.05,64.0
2272,0.05,64.0
2273,0.07313702255487442,32.0
2274,0.05,64.0
2276,0.08033549785614014,33.0
2278,0.05,64.0
2279,0.05,64.0
2280,0.07330981642007828,20.0
2281,0.0,64.0
2285,0.05907368287444115,27.0
2292,0.06855747848749161,31.0
2294,0.0,64.0
2295,0.0956464558839798,33.0
2297,0.0,64.0
2298,0.05,64.0
2299,0.05,64.0
2300,0.05,64.0
2301,0.08249813318252563,30.0
2308,0.05,64.0
2314,0.10922349989414215,21.0
2315,0.061175864189863205,30.0
2317,0.06169577315449715,28.0
2321,0.05,64.0
2326,0.05,64.0
2327,0.05,64.0
2328,0.05,64.0
2332,0.05,64.0
2338,0.09991215169429779,30.0
2340,0.08607681840658188,32.0
2341,0.0,64.0
2344,0.05,64.0
2345,0.05,64.0
2348,0.05,64.0
2349,0.05,64.0
2353,0.0,64.0
2356,0.07327327877283096,34.0
2359,0.05,64.0
2360,0.05,64.0
2365,0.10854420810937881,21.0
2366,0.06211742386221886,32.0
2370,0.05,64.0
2372,0.0766826719045639,24.0
2373,0.0,64.0
2385,0.05,64.0
2391,0.0,64.0
2393,0.08931197971105576,33.0
2399,0.0841321051120758,32.0
2400,0.05274755507707596,32.0
2402,0.05,64.0
2404,0.05,64.0
2405,0.06272680312395096,31.0
2409,0.05,64.0
2411,0.05,64.0
2412,0.05,64.0
2414,0.0,64.0
2417,0.05,64.0
2423,0.08383149653673172,29.0
2425,0.05,64.0
2427,0.07518036663532257,30.0
2433,0.05,64.0
2434,0.05775595083832741,33.0
2435,0.0719442144036293,31.0
2437,0.04404687508940697,32.0
2441,0.05,64.0
2442,0.07297204434871674,31.0
2443,0.0,64.0
2447,0.0,64.0
2449,0.07001732289791107,35.0
2467,0.05,64.0
2468,0.05,64.0
2470,0.05,64.0
2478,0.05,64.0
2479,0.05852498859167099,29.0
2481,0.0,64.0
2488,0.05,64.0
2492,0.09499045461416245,31.0
2493,0.05,64.0
2497,0.0,64.0
2500,0.05,64.0
2504,0.05,64.0
2505,0.05,64.0
2509,0.0,64.0
2513,0.05,64.0
2516,0.0,64.0
2518,0.05,64.0
2519,0.05,64.0
2520,0.3438638746738434,17.0
2521,0.0,64.0
2522,0.05,64.0
2526,0.05,64.0
2528,0.05,64.0
2530,0.05,64.0
2532,0.05,64.0
2533,0.05,64.0
2538,0.05,64.0
2544,0.05,64.0
2548,0.05,64.0
2549,0.05,64.0
2552,0.10948756337165833,30.0
2556,0.0,64.0
2558,0.07577552646398544,32.0
2563,0.07176879793405533,35.0
2565,0.05,64.0
2566,0.05,64.0
2568,0.05,64.0
2570,0.06564736366271973,32.0
2572,0.05,64.0
2576,0.10353526473045349,16.0
2577,0.06967449933290482,18.0
2584,0.05,64.0
2587,0.0,64.0
2593,0.05,64.0
2594,0.05,64.0
2596,0.08588425070047379,32.0
2599,0.059225015342235565,29.0
2605,0.05,64.0
2612,0.05,64.0
2616,0.07024457305669785,31.0
2625,0.07790789753198624,23.0
2626,0.07768242806196213,31.0
2627,0.09918011724948883,16.0
2640,0.0,64.0
2644,0.05,64.0
2649,0.07952529937028885,21.0
2657,0.05,64.0
2665,0.09363674372434616,28.0
2666,0.05758710205554962,30.0
2669,0.0,64.0
2672,0.05,64.0
2673,0.07311437278985977,29.0
2674,0.0627186968922615,32.0
2678,0.06041309982538223,36.0
2683,0.0,64.0
2690,0.05,64.0
2697,0.0,64.0
2701,0.05,64.0
2703,0.05,64.0
2710,0.09817177057266235,20.0
2712,0.07046029716730118,30.0
2713,0.05,64.0
2716,0.0,64.0
2719,0.05,64.0
2732,0.08581721782684326,18.0
2734,0.05,64.0
2736,0.05,64.0
2738,0.05,64.0
2740,0.05,64.0
2746,0.05,64.0
2747,0.05,64.0
2748,0.0640697032213211,31.0
2750,0.0739607959985733,25.0
2754,0.06544728577136993,35.0
2759,0.08721508085727692,22.0
2761,0.08686458319425583,32.0
2764,0.07334688305854797,30.0
2771,0.06848370283842087,29.0
2775,0.05,64.0
2776,0.08871440589427948,17.0
2779,0.05,64.0
2784,0.05,64.0
2785,0.05,64.0
2789,0.0,64.0
2795,0.05,64.0
2796,0.05,64.0
2800,0.05,64.0
2803,0.05,64.0
2805,0.0827188566327095,24.0
2810,0.05,64.0
2816,0.0,64.0
2818,0.06505594402551651,29.0
2828,0.05,64.0
2829,0.08347003906965256,30.0
2832,0.05,64.0
2840,0.09062282741069794,17.0
2841,0.0,64.0
2843,0.05555478483438492,30.0
2847,0.0,64.0
2852,0.05,64.0
2855,0.05,64.0
2857,0.10155445337295532,22.0
2867,0.05,64.0
2868,0.0,64.0
2873,0.058701906353235245,31.0
2880,0.0722254142165184,31.0
2890,0.05,64.0
2891,0.05,64.0
2894,0.05,64.0
2895,0.05,64.0
2897,0.07343580573797226,34.0
2904,0.07768169045448303,32.0
2906,0.05,64.0
2907,0.05,64.0
2908,0.05,64.0
2909,0.0,64.0
2911,0.05,64.0
2912,0.05,64.0
2916,0.05,64.0
2923,0.07151001691818237,29.0
2926,0.05,64.0
2927,0.05,64.0
2929,0.06142076104879379,31.0
2944,0.05,64.0
2950,0.05,64.0
2951,0.08343784511089325,30.0
2958,0.05,64.0
2959,0.07665993273258209,29.0
2964,0.05,64.0
2966,0.0,64.0
2971,0.06260678172111511,32.0
2972,0.0383467860519886,25.0
2982,0.05,64.0
2988,0.0,64.0
2993,0.07783884555101395,24.0
2995,0.07962360978126526,33.0
2996,0.0,64.0
3000,0.0,64.0
3014,0.05,64.0
3019,0.05,64.0
3020,0.05,64.0
3023,0.05,64.0
3025,0.05,64.0
3027,0.07556084543466568,35.0
3029,0.05,64.0
3030,0.05,64.0
3032,0.05,64.0
3036,0.05,64.0
3041,0.07141523063182831,29.0
3042,0.05,64.0
3043,0.05,64.0
3044,0.05,64.0
3055,0.05,64.0
3057,0.05,64.0
3059,0.05,64.0
3065,0.05,64.0
3068,0.05,64.0
3071,0.05,64.0
3073,0.05,64.0
3074,0.05,64.0
3080,0.0,64.0
3081,0.05,64.0
3086,0.05,64.0
3092,0.0,64.0
3096,0.060046564787626266,32.0
3097,0.05,64.0
3099,0.05,64.0
3100,0.05,64.0
3105,0.06551115214824677,18.0
3107,0.0671079233288765,32.0
3113,0.05,64.0
3119,0.05,64.0
3121,0.0,64.0
3124,0.0,64.0
3126,0.0,64.0
3130,0.0,64.0
3131,0.05,64.0
3132,0.0,64.0
3134,0.05,64.0
3139,0.05,64.0
3141,0.05,64.0
3142,0.09687940031290054,31.0
3144,0.0,64.0
3145,0.08755689114332199,23.0
3148,0.05,64.0
3150,0.05,64.0
3158,0.07382522523403168,30.0
3159,0.0839967131614685,32.0
3165,0.0,64.0
3168,0.05,64.0
3170,0.0,64.0
3171,0.06981178373098373,30.0
3176,0.05,64.0
3182,0.0,64.0
3184,0.0824246034026146,26.0
3185,0.05,64.0
3189,0.08866904675960541,26.0
3190,0.05,64.0
3200,0.0,64.0
3204,0.08613163232803345,32.0
3207,0.07569663971662521,34.0
3208,0.05,64.0
3214,0.05,64.0
3216,0.0,64.0
3217,0.05,64.0
3222,0.0990719199180603,23.0
3227,0.05,64.0
3231,0.05,64.0
3232,0.09885958582162857,22.0
3235,0.05,64.0
3236,0.0,64.0
3237,0.0,64.0
3238,0.05,64.0
3241,0.05,64.0
3242,0.07214134186506271,26.0
3248,0.05,64.0
3250,0.046348754316568375,35.0
3253,0.0,64.0
3255,0.07378088682889938,33.0
3261,0.13213108479976654,29.0
3262,0.05,64.0
3263,0.08948836475610733,31.0
3267,0.0,64.0
3269,0.0,64.0
3277,0.11894246935844421,23.0
3278,0.06464590132236481,28.0
3282,0.18318207561969757,22.0
3283,0.08134672790765762,33.0
3288,0.2993297576904297,8.0
3290,0.13676965236663818,15.0
3293,0.05,64.0
3296,0.0,64.0
3297,0.05307658389210701,34.0
3304,0.05,64.0
3306,0.05,64.0
3310,0.0576896034181118,30.0
3317,0.0776510015130043,31.0
3318,0.05,64.0
3320,0.05,64.0
3321,0.07171808183193207,34.0
3329,0.05,64.0
3330,0.23175007104873657,14.0
3334,0.06660759449005127,34.0
3340,0.08139394968748093,34.0
3353,0.05,64.0
3362,0.0,64.0
3368,0.0,64.0
3371,0.05,64.0
3378,0.1405889391899109,18.0
3382,0.05,64.0
3383,0.05,64.0
3391,0.0,64.0
3399,0.05,64.0
3406,0.05,64.0
3407,0.06296885758638382,33.0
3410,0.08169897645711899,29.0
3411,0.05,64.0
3413,0.05,64.0
3418,0.0,64.0
3421,0.0,64.0
3433,0.0,64.0
3434,0.05,64.0
3440,0.05,64.0
3441,0.0890449807047844,30.0
3444,0.0733778104186058,39.0
3446,0.05,64.0
3454,0.0,64.0
3457,0.05,64.0
3466,0.05,64.0
3469,0.05,64.0
3471,0.061982255429029465,34.0
3474,0.05,64.0
3478,0.05,64.0
3481,0.05,64.0
3490,0.05,64.0
3495,0.0,64.0
3499,0.08873752504587173,33.0
3508,0.0663953423500061,32.0
3517,0.07978165149688721,30.0
3519,0.05,64.0
3532,0.05,64.0
3535,0.0,64.0
3536,0.05,64.0
3537,0.05,64.0
3541,0.07798895984888077,31.0
3542,0.039982084184885025,32.0
3544,0.05,64.0
3545,0.08291459083557129,34.0
3553,0.05,64.0
3557,0.07201335579156876,33.0
3560,0.05,64.0
3562,0.05,64.0
3564,0.07690759003162384,31.0
3565,0.08272236585617065,29.0
3566,0.05,64.0
3568,0.09467577189207077,31.0
3570,0.05,64.0
3574,0.0,64.0
3575,0.05,64.0
3577,0.09007585793733597,18.0
3578,0.05619727820158005,30.0
3581,0.05,64.0
3583,0.05,64.0
3585,0.0760505273938179,33.0
3589,0.05,64.0
3597,0.05,64.0
3601,0.08078917860984802,14.0
3607,0.05,64.0
3608,0.05,64.0
3611,0.05,64.0
3615,0.05,64.0
3623,0.07350636273622513,31.0
3624,0.06395751237869263,31.0
3627,0.06047319248318672,33.0
3630,0.05,64.0
3632,0.05,64.0
3633,0.05,64.0
3634,0.12316557765007019,17.0
3637,0.05838325619697571,30.0
3642,0.05,64.0
3643,0.0,64.0
3645,0.05,64.0
3646,0.05,64.0
3649,0.05,64.0
3651,0.0,64.0
3652,0.08033549785614014,32.0
3654,0.05,64.0
3655,0.0,64.0
3656,0.0,64.0
3657,0.07876230031251907,26.0
3658,0.05,64.0
3664,0.0,64.0
3668,0.12923306226730347,15.0
3671,0.07062269747257233,32.0
3679,0.05,64.0
3682,0.0615275502204895,31.0
3696,0.11535321176052094,17.0
3702,0.22540655732154846,15.0
3708,0.07120133936405182,32.0
3711,0.05,64.0
3716,0.09567956626415253,36.0
3723,0.05,64.0
3725,0.05,64.0
3734,0.0,64.0
3740,0.0,64.0
3741,0.05,64.0
3744,0.05,64.0
3745,0.05,64.0
3749,0.05,64.0
3753,0.07540540397167206,35.0
3754,0.05,64.0
3755,0.05,64.0
3756,0.14517951011657715,18.0
3757,0.05494919791817665,30.0
3758,0.05,64.0
3760,0.0,64.0
3761,0.0,64.0
3766,0.07627783715724945,29.0
3767,0.0653601810336113,32.0
3771,0.06462639570236206,33.0
3772,0.0,64.0
3775,0.05957599729299545,26.0
3777,0.0,64.0
3780,0.0,64.0
3788,0.0,64.0
3792,0.0,64.0
3795,0.05,64.0
3796,0.05,64.0
3800,0.05,64.0
